uuid,uid,survey_id,survey_name,form_type,tr_code,type,period_days,period_start,period_end,qtext,suff_qtext,first_text,close_seg_text,all_seg_text,all_text,all_context,all_inclusions,all_exclusions,sci_download_date,sci_scrape_date,sci_file_name,sci_folder_name
218_0001_C_191,218_0001_C_191,218,Occupational Pension Schemes Survey,0001,C_191,matrix,365,01/01/2016,31/12/2016,"Please estimate the proportion of active members | If lump sums are based on accrual rates, what are these rates as fractions?","Please estimate the proportion of active members | If lump sums are based on accrual rates, what are these rates as fractions?","Please estimate the proportion of active members | If lump sums are based on accrual rates, what are these rates as fractions?",Occupational Pension Schemes Survey ||| Benefits at normal pension age,Occupational Pension Schemes Survey ||| Benefits at normal pension age,"Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Please estimate the proportion of active members ||| If lump sums are based on accrual rates, what are these rates as fractions?","Questionnaire for defined-benefit schemes ||| For example, if a 3/80th lump sum is provided, write 3/80 in the box.",,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_192,218_0001_C_192,218,Occupational Pension Schemes Survey,0001,C_192,matrix,365,01/01/2016,31/12/2016,"Rate as fraction | If lump sums are based on accrual rates, what are these rates as fractions?","Rate as fraction | If lump sums are based on accrual rates, what are these rates as fractions?","Rate as fraction | If lump sums are based on accrual rates, what are these rates as fractions?",Occupational Pension Schemes Survey ||| Benefits at normal pension age,Occupational Pension Schemes Survey ||| Benefits at normal pension age,"Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Rate as fraction ||| If lump sums are based on accrual rates, what are these rates as fractions?","Questionnaire for defined-benefit schemes ||| for example 1/80 ||| For example, if a 3/80th lump sum is provided, write 3/80 in the box.",,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_193,218_0001_C_193,218,Occupational Pension Schemes Survey,0001,C_193,matrix,365,01/01/2016,31/12/2016,"Please estimate the proportion of active members | If lump sums are based on accrual rates, what are these rates as fractions?","Please estimate the proportion of active members | If lump sums are based on accrual rates, what are these rates as fractions?","Please estimate the proportion of active members | If lump sums are based on accrual rates, what are these rates as fractions?",Occupational Pension Schemes Survey ||| Benefits at normal pension age,Occupational Pension Schemes Survey ||| Benefits at normal pension age,"Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Please estimate the proportion of active members ||| If lump sums are based on accrual rates, what are these rates as fractions?","Questionnaire for defined-benefit schemes ||| For example, if a 3/80th lump sum is provided, write 3/80 in the box.",,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_194,218_0001_C_194,218,Occupational Pension Schemes Survey,0001,C_194,matrix,365,01/01/2016,31/12/2016,"Rate as fraction | If lump sums are based on accrual rates, what are these rates as fractions?","Rate as fraction | If lump sums are based on accrual rates, what are these rates as fractions?","Rate as fraction | If lump sums are based on accrual rates, what are these rates as fractions?",Occupational Pension Schemes Survey ||| Benefits at normal pension age,Occupational Pension Schemes Survey ||| Benefits at normal pension age,"Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Rate as fraction ||| If lump sums are based on accrual rates, what are these rates as fractions?","Questionnaire for defined-benefit schemes ||| for example 1/80 ||| For example, if a 3/80th lump sum is provided, write 3/80 in the box.",,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_195,218_0001_C_195,218,Occupational Pension Schemes Survey,0001,C_195,matrix,365,01/01/2016,31/12/2016,"Please estimate the proportion of active members | If lump sums are based on accrual rates, what are these rates as fractions?","Please estimate the proportion of active members | If lump sums are based on accrual rates, what are these rates as fractions?","Please estimate the proportion of active members | If lump sums are based on accrual rates, what are these rates as fractions?",Occupational Pension Schemes Survey ||| Benefits at normal pension age,Occupational Pension Schemes Survey ||| Benefits at normal pension age,"Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Please estimate the proportion of active members ||| If lump sums are based on accrual rates, what are these rates as fractions?","Questionnaire for defined-benefit schemes ||| For example, if a 3/80th lump sum is provided, write 3/80 in the box.",,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_196,218_0001_C_196,218,Occupational Pension Schemes Survey,0001,C_196,matrix,365,01/01/2016,31/12/2016,"Rates for men | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Rates for men | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Rates for men | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Occupational Pension Schemes Survey ||| Benefits at normal pension age,Occupational Pension Schemes Survey ||| Benefits at normal pension age,"Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Rates for men ||| If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Questionnaire for defined-benefit schemes ||| A typical commutation rate at present is 12 i.e. you get a £12 lump sum for each £1 of pension surrendered. | This commutation rate of 12:1 would be expressed as 12.00.,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_197,218_0001_C_197,218,Occupational Pension Schemes Survey,0001,C_197,matrix,365,01/01/2016,31/12/2016,"Rates for women | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Rates for women | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Rates for women | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Occupational Pension Schemes Survey ||| Benefits at normal pension age,Occupational Pension Schemes Survey ||| Benefits at normal pension age,"Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Rates for women ||| If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Questionnaire for defined-benefit schemes ||| A typical commutation rate at present is 12 i.e. you get a £12 lump sum for each £1 of pension surrendered. | This commutation rate of 12:1 would be expressed as 12.00.,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_198,218_0001_C_198,218,Occupational Pension Schemes Survey,0001,C_198,matrix,365,01/01/2016,31/12/2016,"Please estimate the proportion of active members by groups(i.e. a to e) | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Please estimate the proportion of active members by groups(i.e. a to e) | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Please estimate the proportion of active members by groups(i.e. a to e) | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Occupational Pension Schemes Survey ||| Benefits at normal pension age,Occupational Pension Schemes Survey ||| Benefits at normal pension age,"Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Please estimate the proportion of active members by groups(i.e. a to e) ||| If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Questionnaire for defined-benefit schemes ||| A typical commutation rate at present is 12 i.e. you get a £12 lump sum for each £1 of pension surrendered. | This commutation rate of 12:1 would be expressed as 12.00.,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_199,218_0001_C_199,218,Occupational Pension Schemes Survey,0001,C_199,matrix,365,01/01/2016,31/12/2016,"Rates for men | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Rates for men | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Rates for men | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Occupational Pension Schemes Survey ||| Benefits at normal pension age,Occupational Pension Schemes Survey ||| Benefits at normal pension age,"Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Rates for men ||| If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Questionnaire for defined-benefit schemes ||| A typical commutation rate at present is 12 i.e. you get a £12 lump sum for each £1 of pension surrendered. | This commutation rate of 12:1 would be expressed as 12.00.,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_200,218_0001_C_200,218,Occupational Pension Schemes Survey,0001,C_200,matrix,365,01/01/2016,31/12/2016,"Rates for women | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Rates for women | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Rates for women | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Occupational Pension Schemes Survey ||| Benefits at normal pension age,Occupational Pension Schemes Survey ||| Benefits at normal pension age,"Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Rates for women ||| If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Questionnaire for defined-benefit schemes ||| A typical commutation rate at present is 12 i.e. you get a £12 lump sum for each £1 of pension surrendered. | This commutation rate of 12:1 would be expressed as 12.00.,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_201,218_0001_C_201,218,Occupational Pension Schemes Survey,0001,C_201,matrix,365,01/01/2016,31/12/2016,"Please estimate the proportion of active members by groups(i.e. a to e) | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Please estimate the proportion of active members by groups(i.e. a to e) | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Please estimate the proportion of active members by groups(i.e. a to e) | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Occupational Pension Schemes Survey ||| Benefits at normal pension age,Occupational Pension Schemes Survey ||| Benefits at normal pension age,"Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Please estimate the proportion of active members by groups(i.e. a to e) ||| If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Questionnaire for defined-benefit schemes ||| A typical commutation rate at present is 12 i.e. you get a £12 lump sum for each £1 of pension surrendered. | This commutation rate of 12:1 would be expressed as 12.00.,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_202,218_0001_C_202,218,Occupational Pension Schemes Survey,0001,C_202,matrix,365,01/01/2016,31/12/2016,"Rates for men | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Rates for men | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Rates for men | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Occupational Pension Schemes Survey ||| Benefits at normal pension age,Occupational Pension Schemes Survey ||| Benefits at normal pension age,"Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Rates for men ||| If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Questionnaire for defined-benefit schemes ||| A typical commutation rate at present is 12 i.e. you get a £12 lump sum for each £1 of pension surrendered. | This commutation rate of 12:1 would be expressed as 12.00.,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_203,218_0001_C_203,218,Occupational Pension Schemes Survey,0001,C_203,matrix,365,01/01/2016,31/12/2016,"Rates for women | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Rates for women | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Rates for women | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Occupational Pension Schemes Survey ||| Benefits at normal pension age,Occupational Pension Schemes Survey ||| Benefits at normal pension age,"Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Rates for women ||| If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Questionnaire for defined-benefit schemes ||| A typical commutation rate at present is 12 i.e. you get a £12 lump sum for each £1 of pension surrendered. | This commutation rate of 12:1 would be expressed as 12.00.,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_204,218_0001_C_204,218,Occupational Pension Schemes Survey,0001,C_204,matrix,365,01/01/2016,31/12/2016,"Please estimate the proportion of active members by groups(i.e. a to e) | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Please estimate the proportion of active members by groups(i.e. a to e) | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Please estimate the proportion of active members by groups(i.e. a to e) | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Occupational Pension Schemes Survey ||| Benefits at normal pension age,Occupational Pension Schemes Survey ||| Benefits at normal pension age,"Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Please estimate the proportion of active members by groups(i.e. a to e) ||| If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Questionnaire for defined-benefit schemes ||| A typical commutation rate at present is 12 i.e. you get a £12 lump sum for each £1 of pension surrendered. | This commutation rate of 12:1 would be expressed as 12.00.,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_205,218_0001_C_205,218,Occupational Pension Schemes Survey,0001,C_205,matrix,365,01/01/2016,31/12/2016,"Rates for men | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Rates for men | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Rates for men | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Occupational Pension Schemes Survey ||| Benefits at normal pension age,Occupational Pension Schemes Survey ||| Benefits at normal pension age,"Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Rates for men ||| If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Questionnaire for defined-benefit schemes ||| A typical commutation rate at present is 12 i.e. you get a £12 lump sum for each £1 of pension surrendered. | This commutation rate of 12:1 would be expressed as 12.00.,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_206,218_0001_C_206,218,Occupational Pension Schemes Survey,0001,C_206,matrix,365,01/01/2016,31/12/2016,"Rates for women | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Rates for women | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Rates for women | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Occupational Pension Schemes Survey ||| Benefits at normal pension age,Occupational Pension Schemes Survey ||| Benefits at normal pension age,"Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Rates for women ||| If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Questionnaire for defined-benefit schemes ||| A typical commutation rate at present is 12 i.e. you get a £12 lump sum for each £1 of pension surrendered. | This commutation rate of 12:1 would be expressed as 12.00.,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_207,218_0001_C_207,218,Occupational Pension Schemes Survey,0001,C_207,matrix,365,01/01/2016,31/12/2016,"Please estimate the proportion of active members by groups(i.e. a to e) | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Please estimate the proportion of active members by groups(i.e. a to e) | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Please estimate the proportion of active members by groups(i.e. a to e) | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Occupational Pension Schemes Survey ||| Benefits at normal pension age,Occupational Pension Schemes Survey ||| Benefits at normal pension age,"Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Please estimate the proportion of active members by groups(i.e. a to e) ||| If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Questionnaire for defined-benefit schemes ||| A typical commutation rate at present is 12 i.e. you get a £12 lump sum for each £1 of pension surrendered. | This commutation rate of 12:1 would be expressed as 12.00.,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_208,218_0001_C_208,218,Occupational Pension Schemes Survey,0001,C_208,matrix,365,01/01/2016,31/12/2016,"Rates for men | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Rates for men | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Rates for men | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Occupational Pension Schemes Survey ||| Benefits at normal pension age,Occupational Pension Schemes Survey ||| Benefits at normal pension age,"Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Rates for men ||| If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Questionnaire for defined-benefit schemes ||| A typical commutation rate at present is 12 i.e. you get a £12 lump sum for each £1 of pension surrendered. | This commutation rate of 12:1 would be expressed as 12.00.,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_209,218_0001_C_209,218,Occupational Pension Schemes Survey,0001,C_209,matrix,365,01/01/2016,31/12/2016,"Rates for women | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Rates for women | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Rates for women | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Occupational Pension Schemes Survey ||| Benefits at normal pension age,Occupational Pension Schemes Survey ||| Benefits at normal pension age,"Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Rates for women ||| If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Questionnaire for defined-benefit schemes ||| A typical commutation rate at present is 12 i.e. you get a £12 lump sum for each £1 of pension surrendered. | This commutation rate of 12:1 would be expressed as 12.00.,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_210,218_0001_C_210,218,Occupational Pension Schemes Survey,0001,C_210,matrix,365,01/01/2016,31/12/2016,"Please estimate the proportion of active members by groups(i.e. a to e) | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Please estimate the proportion of active members by groups(i.e. a to e) | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?","Please estimate the proportion of active members by groups(i.e. a to e) | If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Occupational Pension Schemes Survey ||| Benefits at normal pension age,Occupational Pension Schemes Survey ||| Benefits at normal pension age,"Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Please estimate the proportion of active members by groups(i.e. a to e) ||| If lump sums are based on commutation rates, what commutation rates are applicable at the scheme's normal pension age?",Questionnaire for defined-benefit schemes ||| A typical commutation rate at present is 12 i.e. you get a £12 lump sum for each £1 of pension surrendered. | This commutation rate of 12:1 would be expressed as 12.00.,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_211,218_0001_C_211,218,Occupational Pension Schemes Survey,0001,C_211,boolean,365,01/01/2016,31/12/2016,Do these commutation rates vary by age?,Do these commutation rates vary by age?,Do these commutation rates vary by age?,Occupational Pension Schemes Survey ||| Benefits at normal pension age,Occupational Pension Schemes Survey ||| Benefits at normal pension age,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Do these commutation rates vary by age?,Questionnaire for defined-benefit schemes,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_212,218_0001_C_212,218,Occupational Pension Schemes Survey,0001,C_212,boolean,365,01/01/2016,31/12/2016,Does the scheme offer the better of defined-benefit and money-purchase benefits (hybrid)?,Does the scheme offer the better of defined-benefit and money-purchase benefits (hybrid)?,Does the scheme offer the better of defined-benefit and money-purchase benefits (hybrid)?,Occupational Pension Schemes Survey ||| Benefits at normal pension age,Occupational Pension Schemes Survey ||| Benefits at normal pension age,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Does the scheme offer the better of defined-benefit and money-purchase benefits (hybrid)?,Questionnaire for defined-benefit schemes,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_231,218_0001_C_231,218,Occupational Pension Schemes Survey,0001,C_231,boolean,365,01/01/2016,31/12/2016,"Are pensionable earnings or final pensionable earnings reduced to take into account the basic state pension or the state additional pension (S2P, formerly SERPS)?","Are pensionable earnings or final pensionable earnings reduced to take into account the basic state pension or the state additional pension (S2P, formerly SERPS)?","Are pensionable earnings or final pensionable earnings reduced to take into account the basic state pension or the state additional pension (S2P, formerly SERPS)?",Occupational Pension Schemes Survey ||| Benefits at normal pension age,Occupational Pension Schemes Survey ||| Benefits at normal pension age,"Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Are pensionable earnings or final pensionable earnings reduced to take into account the basic state pension or the state additional pension (S2P, formerly SERPS)?","Questionnaire for defined-benefit schemes ||| Known as integration, state pension offset or clawback.",,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_232,218_0001_C_232,218,Occupational Pension Schemes Survey,0001,C_232,boolean,365,01/01/2016,31/12/2016,"Does a similar adjustment apply to the earnings on which employee contributions, if any, are paid?","Does a similar adjustment apply to the earnings on which employee contributions, if any, are paid?","Does a similar adjustment apply to the earnings on which employee contributions, if any, are paid?",Occupational Pension Schemes Survey ||| Benefits at normal pension age,Occupational Pension Schemes Survey ||| Benefits at normal pension age,"Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Does a similar adjustment apply to the earnings on which employee contributions, if any, are paid?",Questionnaire for defined-benefit schemes,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_162,218_0001_C_162,218,Occupational Pension Schemes Survey,0001,C_162,fraction,365,01/01/2016,31/12/2016,Rate as fraction,What was the accrual rate for active members of the scheme? ||| Rate as fraction,Rate as fraction,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| What was the accrual rate for active members of the scheme?,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| What was the accrual rate for active members of the scheme?,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| What was the accrual rate for active members of the scheme? ||| Rate as fraction,Questionnaire for defined-benefit schemes ||| (e.g. 1/80),,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_163,218_0001_C_163,218,Occupational Pension Schemes Survey,0001,C_163,percentage_dec,365,01/01/2016,31/12/2016,Rate as percentage,What was the accrual rate for active members of the scheme? ||| Rate as percentage,Rate as percentage,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| What was the accrual rate for active members of the scheme?,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| What was the accrual rate for active members of the scheme?,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| What was the accrual rate for active members of the scheme? ||| Rate as percentage,Questionnaire for defined-benefit schemes ||| (e.g. 1.25),,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_164,218_0001_C_164,218,Occupational Pension Schemes Survey,0001,C_164,boolean,365,01/01/2016,31/12/2016,"Automatically, member has no choice?","Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Is a lump sum provided: ||| Automatically, member has no choice?","Automatically, member has no choice?",Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Is a lump sum provided:,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Is a lump sum provided:,"Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Is a lump sum provided: ||| Automatically, member has no choice?",Questionnaire for defined-benefit schemes,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_165,218_0001_C_165,218,Occupational Pension Schemes Survey,0001,C_165,boolean,365,01/01/2016,31/12/2016,"Optionally, if the member chooses?","Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Is a lump sum provided: ||| Optionally, if the member chooses?","Optionally, if the member chooses?",Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Is a lump sum provided:,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Is a lump sum provided:,"Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Is a lump sum provided: ||| Optionally, if the member chooses?",Questionnaire for defined-benefit schemes,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_184,218_0001_C_184,218,Occupational Pension Schemes Survey,0001,C_184,boolean,365,01/01/2016,31/12/2016,"Automatically, member has no choice?","For each group of active members identified in question 12.8, is a lump sum provided? ||| Automatically, member has no choice?","Automatically, member has no choice?","Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| For each group of active members identified in question 12.8, is a lump sum provided?","Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| For each group of active members identified in question 12.8, is a lump sum provided?","Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| For each group of active members identified in question 12.8, is a lump sum provided? ||| Automatically, member has no choice?",Questionnaire for defined-benefit schemes,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_185,218_0001_C_185,218,Occupational Pension Schemes Survey,0001,C_185,boolean,365,01/01/2016,31/12/2016,"Optionally, if the member chooses?","For each group of active members identified in question 12.8, is a lump sum provided? ||| Optionally, if the member chooses?","Optionally, if the member chooses?","Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| For each group of active members identified in question 12.8, is a lump sum provided?","Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| For each group of active members identified in question 12.8, is a lump sum provided?","Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| For each group of active members identified in question 12.8, is a lump sum provided? ||| Optionally, if the member chooses?",Questionnaire for defined-benefit schemes,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_213,218_0001_C_213,218,Occupational Pension Schemes Survey,0001,C_213,boolean,365,01/01/2016,31/12/2016,Earnings below the lower earnings limit?,Earnings below the lower earnings limit?,Earnings below the lower earnings limit?,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Do the earnings on which contributions are paid include any of the following:,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Do the earnings on which contributions are paid include any of the following:,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Do the earnings on which contributions are paid include any of the following: ||| Earnings below the lower earnings limit?,Questionnaire for defined-benefit schemes,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
218_0001_C_214,218_0001_C_214,218,Occupational Pension Schemes Survey,0001,C_214,boolean,365,01/01/2016,31/12/2016,Earnings between the lower and upper earnings limit?,Earnings between the lower and upper earnings limit?,Earnings between the lower and upper earnings limit?,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Do the earnings on which contributions are paid include any of the following:,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Do the earnings on which contributions are paid include any of the following:,Occupational Pension Schemes Survey ||| Benefits at normal pension age ||| Do the earnings on which contributions are paid include any of the following: ||| Earnings between the lower and upper earnings limit?,Questionnaire for defined-benefit schemes,,,22/03/2017,14/06/2017,ex_sel218-ft0001.pdf,OPSS 2016 Questionnaire Examples (218)
