,id,type,text,excl,incl,duration,survey,score
901,108_0002_4301,pound_mills_dec, Interest earned UK investments What were your dividends received and interest earned from the following investments Section B   General Business Income Annual Survey of Insurance Companies  General Business Income and Expenditure , Any interest flows  including settlement  related to interest rate swaps and forward rate agreements Exclude overseas branches    subsidiaries and agencies     The United Kingdom consists of England    Scotland    Wales and Northern Ireland but excludes the Channel Islands and the Isle of Man , Special dividends received as part of the consideration for shares sold during acquisitions and mergers     Income from deposits made at UK offices of UK and overseas banks and financial institutions Dividends on shareholders  assets in addition to dividends on policyholders assets Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,108,0.9999999999999999
673,107_0003_4301,pound_mills_dec, Interest earned UK investments What was the value of your dividends received and interest earned from the following investments Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Special dividends received as part of the consideration for shares sold during acquisitions and mergers     Income from deposits made at UK offices of UK and overseas banks and financial institutions dividends on shareholders  assets for businesses undertaking only long term business Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8509163508955808
413,107_0003_4301,pound_mills_dec, Interest earned UK investments What was the value of your dividends received and interest earned from the following investments Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Special dividends received as part of the consideration for shares sold during acquisitions and mergers     Income from deposits made at UK offices of UK and overseas banks and financial institutions dividends on shareholders  assets for businesses undertaking only long term business Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8509163508955808
902,108_0002_4302,pound_mills_dec, Dividends from overseas subsidiaries and associate companies Overseas investments What were your dividends received and interest earned from the following investments Section B   General Business Income Annual Survey of Insurance Companies  General Business Income and Expenditure , Any interest flows  including settlement  related to interest rate swaps and forward rate agreements Exclude overseas branches    subsidiaries and agencies     The United Kingdom consists of England    Scotland    Wales and Northern Ireland but excludes the Channel Islands and the Isle of Man , Include dividends from securities issued by related companies registered outside the UK  including securities of overseas registered companies that are listed on the UK stock exchange Dividends on shareholders  assets in addition to dividends on policyholders assets Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,108,1.0
680,107_0003_4302,pound_mills_dec, Dividends from overseas subsidiaries and associate companies Overseas investments What was the value of your dividends received and interest earned from the following investments Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Include dividends from securities issued by related companies registered outside the UK  including securities of overseas registered companies that are listed on the UK stock exchange dividends on shareholders  assets for businesses undertaking only long term business Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8882140219631893
810,107_0003_4302,pound_mills_dec, Dividends from overseas subsidiaries and associate companies Overseas investments What was the value of your dividends received and interest earned from the following investments Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Include dividends from securities issued by related companies registered outside the UK  including securities of overseas registered companies that are listed on the UK stock exchange dividends on shareholders  assets for businesses undertaking only long term business Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8882140219631893
550,107_0003_4302,pound_mills_dec, Dividends from overseas subsidiaries and associate companies Overseas investments What was the value of your dividends received and interest earned from the following investments Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Include dividends from securities issued by related companies registered outside the UK  including securities of overseas registered companies that are listed on the UK stock exchange dividends on shareholders  assets for businesses undertaking only long term business Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8882140219631893
903,108_0002_4303,pound_mills_dec, Interest earned from overseas subsidiaries and associate companies Overseas investments What were your dividends received and interest earned from the following investments Section B   General Business Income Annual Survey of Insurance Companies  General Business Income and Expenditure , Any interest flows  including settlement  related to interest rate swaps and forward rate agreements Exclude overseas branches    subsidiaries and agencies     The United Kingdom consists of England    Scotland    Wales and Northern Ireland but excludes the Channel Islands and the Isle of Man , Income from deposits made at overseas offices of related banks and financial institutions     Interest earned from overseas branches and agencies that act as subsidiaries Dividends on shareholders  assets in addition to dividends on policyholders assets Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,108,1.0000000000000002
421,107_0003_4303,pound_mills_dec, Interest earned from overseas subsidiaries and associate companies Overseas investments What was the value of your dividends received and interest earned from the following investments Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Income from deposits made at overseas offices of related banks and financial institutions     Interest earned from overseas branches and agencies that act as subsidiaries  dividends on shareholders  assets for businesses undertaking only long term business Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.895382412549026
551,107_0003_4303,pound_mills_dec, Interest earned from overseas subsidiaries and associate companies Overseas investments What was the value of your dividends received and interest earned from the following investments Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Income from deposits made at overseas offices of related banks and financial institutions     Interest earned from overseas branches and agencies that act as subsidiaries  dividends on shareholders  assets for businesses undertaking only long term business Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.895382412549026
811,107_0003_4303,pound_mills_dec, Interest earned from overseas subsidiaries and associate companies Overseas investments What was the value of your dividends received and interest earned from the following investments Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Income from deposits made at overseas offices of related banks and financial institutions     Interest earned from overseas branches and agencies that act as subsidiaries  dividends on shareholders  assets for businesses undertaking only long term business Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.895382412549026
904,108_0002_4029,pound_mills_dec, All other overseas investments Overseas investments What were your dividends received and interest earned from the following investments Section B   General Business Income Annual Survey of Insurance Companies  General Business Income and Expenditure , Any interest flows  including settlement  related to interest rate swaps and forward rate agreements Exclude overseas branches    subsidiaries and agencies     The United Kingdom consists of England    Scotland    Wales and Northern Ireland but excludes the Channel Islands and the Isle of Man , Special dividends received as part of the consideration for shares sold during acquisitions and mergers     Income from securities issued by unrelated companies registered outside the UK  including securities of overseas registered companies that are listed on the UK stock exchange     Income from deposits made at overseas offices of unrelated banks and financial institutions Dividends on shareholders  assets in addition to dividends on policyholders assets Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,108,1.0000000000000002
812,107_0003_4029,pound_mills_dec, All other overseas investments Overseas investments What was the value of your dividends received and interest earned from the following investments Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Special dividends received as part of the consideration for shares sold during acquisitions and mergers     Income from securities issued by unrelated companies registered outside the UK  including securities of overseas registered companies that are listed on the UK stock exchange     Income from deposits made at overseas offices of unrelated banks and financial institutions dividends on shareholders  assets for businesses undertaking only long term business Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8787163087761328
422,107_0003_4029,pound_mills_dec, All other overseas investments Overseas investments What was the value of your dividends received and interest earned from the following investments Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Special dividends received as part of the consideration for shares sold during acquisitions and mergers     Income from securities issued by unrelated companies registered outside the UK  including securities of overseas registered companies that are listed on the UK stock exchange     Income from deposits made at overseas offices of unrelated banks and financial institutions dividends on shareholders  assets for businesses undertaking only long term business Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8787163087761328
552,107_0003_4029,pound_mills_dec, All other overseas investments Overseas investments What was the value of your dividends received and interest earned from the following investments Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Special dividends received as part of the consideration for shares sold during acquisitions and mergers     Income from securities issued by unrelated companies registered outside the UK  including securities of overseas registered companies that are listed on the UK stock exchange     Income from deposits made at overseas offices of unrelated banks and financial institutions dividends on shareholders  assets for businesses undertaking only long term business Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8787163087761328
682,107_0003_4029,pound_mills_dec, All other overseas investments Overseas investments What was the value of your dividends received and interest earned from the following investments Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Special dividends received as part of the consideration for shares sold during acquisitions and mergers     Income from securities issued by unrelated companies registered outside the UK  including securities of overseas registered companies that are listed on the UK stock exchange     Income from deposits made at overseas offices of unrelated banks and financial institutions dividends on shareholders  assets for businesses undertaking only long term business Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8787163087761328
905,108_0002_4050,pound_mills_dec, Transfers of funds received by UK branches from overseas parent company What were the values of your following forms of income Section B   General Business Income Annual Survey of Insurance Companies  General Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies     The United Kingdom consists of England    Scotland    Wales and Northern Ireland but excludes the Channel Islands and the Isle of Man , Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,108,1.0
813,107_0003_4032,pound_mills_dec, Transfers of funds received by UK branches from overseas parent company What were the values of your following forms of income Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8742431945844203
683,107_0003_4032,pound_mills_dec, Transfers of funds received by UK branches from overseas parent company What were the values of your following forms of income Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8742431945844203
423,107_0003_4032,pound_mills_dec, Transfers of funds received by UK branches from overseas parent company What were the values of your following forms of income Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8742431945844203
553,107_0003_4032,pound_mills_dec, Transfers of funds received by UK branches from overseas parent company What were the values of your following forms of income Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8742431945844203
906,108_0002_4244,pound_mills_dec, Transfers from long term business What were the values of your following forms of income Section B   General Business Income Annual Survey of Insurance Companies  General Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies     The United Kingdom consists of England    Scotland    Wales and Northern Ireland but excludes the Channel Islands and the Isle of Man , Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,108,1.0
554,107_0003_4241,pound_mills_dec, Transfers from general business What were the values of your following forms of income Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.9511229115711931
814,107_0003_4241,pound_mills_dec, Transfers from general business What were the values of your following forms of income Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.9511229115711931
424,107_0003_4241,pound_mills_dec, Transfers from general business What were the values of your following forms of income Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.9511229115711931
684,107_0003_4241,pound_mills_dec, Transfers from general business What were the values of your following forms of income Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.9511229115711931
907,108_0002_4235,pound_mills_dec, Realised investment gains or losses What were the values of your following forms of income Section B   General Business Income Annual Survey of Insurance Companies  General Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies     The United Kingdom consists of England    Scotland    Wales and Northern Ireland but excludes the Channel Islands and the Isle of Man , Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,108,1.0000000000000002
555,107_0003_4235,pound_mills_dec, Realised investment gains or losses What were the values of your following forms of income Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Include UK and overseas  Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8599280582641016
425,107_0003_4235,pound_mills_dec, Realised investment gains or losses What were the values of your following forms of income Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Include UK and overseas  Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8599280582641016
815,107_0003_4235,pound_mills_dec, Realised investment gains or losses What were the values of your following forms of income Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Include UK and overseas  Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8599280582641016
908,108_0002_4240,pound_mills_dec, Unrealised investment gains or losses What were the values of your following forms of income Section B   General Business Income Annual Survey of Insurance Companies  General Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies     The United Kingdom consists of England    Scotland    Wales and Northern Ireland but excludes the Channel Islands and the Isle of Man , Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,108,1.0000000000000002
816,107_0003_4240,pound_mills_dec, Unrealised investment gains or losses What were the values of your following forms of income Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Include UK and overseas  Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8599280582641016
426,107_0003_4240,pound_mills_dec, Unrealised investment gains or losses What were the values of your following forms of income Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Include UK and overseas  Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8599280582641016
686,107_0003_4240,pound_mills_dec, Unrealised investment gains or losses What were the values of your following forms of income Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Include UK and overseas  Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8599280582641016
909,108_0002_4034,pound_mills_dec, From the UK What were the values of your other income not covered elsewhere in this questionnaire Section B   General Business Income Annual Survey of Insurance Companies  General Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies     The United Kingdom consists of England    Scotland    Wales and Northern Ireland but excludes the Channel Islands and the Isle of Man , Underwriting commission  This should be allocated to UK or overseas according to the location of the institution from which they are received     Income from fund management activity     Income earned on stock lending     Any explicit commissions and fees earned from brokers and others for arranging options    futures or swaps contracts with a counterparty Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,108,1.0000000000000002
557,107_0003_4034,pound_mills_dec, From the UK What were the values of your other income not covered elsewhere in this questionnaire Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Underwriting commission  This should be allocated to UK or overseas according to the location of the institution from which they are received     Income from fund management activity    including fees and commissions earned from investment contract business     Income earned on stock lending     Any explicit commissions and fees earned from brokers and others for arranging derivative contracts with a counterparty Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8358316380402154
427,107_0003_4034,pound_mills_dec, From the UK What were the values of your other income not covered elsewhere in this questionnaire Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Underwriting commission  This should be allocated to UK or overseas according to the location of the institution from which they are received     Income from fund management activity    including fees and commissions earned from investment contract business     Income earned on stock lending     Any explicit commissions and fees earned from brokers and others for arranging derivative contracts with a counterparty Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8358316380402154
910,108_0002_4243,pound_mills_dec, From overseas What were the values of your other income not covered elsewhere in this questionnaire Section B   General Business Income Annual Survey of Insurance Companies  General Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies     The United Kingdom consists of England    Scotland    Wales and Northern Ireland but excludes the Channel Islands and the Isle of Man , Include profits remitted from overseas branches or agencies Underwriting commission  This should be allocated to UK or overseas according to the location of the institution from which they are received     Income from fund management activity     Income earned on stock lending     Any explicit commissions and fees earned from brokers and others for arranging options    futures or swaps contracts with a counterparty Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,108,1.0000000000000002
428,107_0003_4243,pound_mills_dec, From overseas What were the values of your other income not covered elsewhere in this questionnaire Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Include profits remitted from overseas branches or agencies Underwriting commission  This should be allocated to UK or overseas according to the location of the institution from which they are received     Income from fund management activity    including fees and commissions earned from investment contract business     Income earned on stock lending     Any explicit commissions and fees earned from brokers and others for arranging derivative contracts with a counterparty Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8348827373071959
818,107_0003_4243,pound_mills_dec, From overseas What were the values of your other income not covered elsewhere in this questionnaire Section B   Long term Business Income Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Include profits remitted from overseas branches or agencies Underwriting commission  This should be allocated to UK or overseas according to the location of the institution from which they are received     Income from fund management activity    including fees and commissions earned from investment contract business     Income earned on stock lending     Any explicit commissions and fees earned from brokers and others for arranging derivative contracts with a counterparty Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8348827373071959
927,108_0002_5010,pound_mills_dec, Other administrative expenses What were the values of your following types of expenses Section C   General Business Expenditure Annual Survey of Insurance Companies  General Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies     The United Kingdom consists of England    Scotland    Wales and Northern Ireland but excludes the Channel Islands and the Isle of Man , Acquisition costs and changes in deferred acquisition costs     Levies    such as Financial Conduct Authority  FCA  or Prudential Regulatory Authority  PRA  levy     Other components of management recharges Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,108,1.0000000000000002
709,107_0003_5010,pound_mills_dec, Other administrative expenses What was the value of your following expenses Section C   Long term Business Expenditure Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Acquisition costs and changes in deferred acquisition costs     Levies    such as Financial Conduct Authority  FCA  or Prudential Regulatory Authority  PRA  levy     Other components of management recharges Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.7512361792597119
928,108_0002_5901,pound_mills_dec, Total expenses Total expenses What were the values of your following types of expenses Section C   General Business Expenditure Annual Survey of Insurance Companies  General Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies     The United Kingdom consists of England    Scotland    Wales and Northern Ireland but excludes the Channel Islands and the Isle of Man , Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,108,1.0000000000000002
710,107_0003_5901,pound_mills_dec, Total expenses What was the value of your following expenses Section C   Long term Business Expenditure Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.7531994273543055
450,107_0003_5901,pound_mills_dec, Total expenses What was the value of your following expenses Section C   Long term Business Expenditure Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.7531994273543055
932,108_0002_5013,pound_mills_dec, UK resident organisations How much gross interest was incurred relating to Section C   General Business Expenditure Annual Survey of Insurance Companies  General Business Income and Expenditure , Exclude any interest flows  including settlement  related to interest rate swaps and forward rate agreements Exclude overseas branches    subsidiaries and agencies     The United Kingdom consists of England    Scotland    Wales and Northern Ireland but excludes the Channel Islands and the Isle of Man , Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,108,1.0000000000000002
459,107_0003_5013,pound_mills_dec, UK resident organisations How much gross interest was incurred relating to Section C   Long term Business Expenditure Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude any interest flows  including settlement  related to interest rate swaps and forward rate agreements Exclude overseas branches    subsidiaries and agencies , Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8417114779527058
589,107_0003_5013,pound_mills_dec, UK resident organisations How much gross interest was incurred relating to Section C   Long term Business Expenditure Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude any interest flows  including settlement  related to interest rate swaps and forward rate agreements Exclude overseas branches    subsidiaries and agencies , Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8417114779527058
719,107_0003_5013,pound_mills_dec, UK resident organisations How much gross interest was incurred relating to Section C   Long term Business Expenditure Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude any interest flows  including settlement  related to interest rate swaps and forward rate agreements Exclude overseas branches    subsidiaries and agencies , Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8417114779527058
933,108_0002_5014,pound_mills_dec, Non  resident organisations How much gross interest was incurred relating to Section C   General Business Expenditure Annual Survey of Insurance Companies  General Business Income and Expenditure , Exclude any interest flows  including settlement  related to interest rate swaps and forward rate agreements Exclude overseas branches    subsidiaries and agencies     The United Kingdom consists of England    Scotland    Wales and Northern Ireland but excludes the Channel Islands and the Isle of Man , Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,108,1.0
720,107_0003_5014,pound_mills_dec, Non resident organisations How much gross interest was incurred relating to Section C   Long term Business Expenditure Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude any interest flows  including settlement  related to interest rate swaps and forward rate agreements Exclude overseas branches    subsidiaries and agencies , Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8529982696722745
460,107_0003_5014,pound_mills_dec, Non resident organisations How much gross interest was incurred relating to Section C   Long term Business Expenditure Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude any interest flows  including settlement  related to interest rate swaps and forward rate agreements Exclude overseas branches    subsidiaries and agencies , Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8529982696722745
850,107_0003_5014,pound_mills_dec, Non resident organisations How much gross interest was incurred relating to Section C   Long term Business Expenditure Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude any interest flows  including settlement  related to interest rate swaps and forward rate agreements Exclude overseas branches    subsidiaries and agencies , Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8529982696722745
934,108_0002_5015,pound_mills_dec, UK authorities What was the tax expense in your accounts for the following Section C   General Business Expenditure Annual Survey of Insurance Companies  General Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies     The United Kingdom consists of England    Scotland    Wales and Northern Ireland but excludes the Channel Islands and the Isle of Man , Include any deferred tax    adjustments for group relief provisions and or tax rebates Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,108,1.0000000000000002
721,107_0003_5015,pound_mills_dec, UK authorities What was the tax expense in your accounts for the following Section C   Long term Business Expenditure Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Include any deferred tax    adjustments for group relief provisions and or tax rebates Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.816904744279518
461,107_0003_5015,pound_mills_dec, UK authorities What was the tax expense in your accounts for the following Section C   Long term Business Expenditure Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Include any deferred tax    adjustments for group relief provisions and or tax rebates Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.816904744279518
851,107_0003_5015,pound_mills_dec, UK authorities What was the tax expense in your accounts for the following Section C   Long term Business Expenditure Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Include any deferred tax    adjustments for group relief provisions and or tax rebates Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.816904744279518
935,108_0002_5016,pound_mills_dec, Overseas authorities on operations of your overseas branches and agencies    which form an integral part of the UK company What was the tax expense in your accounts for the following Section C   General Business Expenditure Annual Survey of Insurance Companies  General Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies     The United Kingdom consists of England    Scotland    Wales and Northern Ireland but excludes the Channel Islands and the Isle of Man , Include any deferred tax    adjustments for group relief provisions and or tax rebates Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,108,1.0
722,107_0003_5016,pound_mills_dec, Overseas authorities on operations of your overseas branches and agencies    which form an integral part of the UK company What was the tax expense in your accounts for the following Section C   Long term Business Expenditure Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Include any deferred tax    adjustments for group relief provisions and or tax rebates Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.9286570793064733
852,107_0003_5016,pound_mills_dec, Overseas authorities on operations of your overseas branches and agencies    which form an integral part of the UK company What was the tax expense in your accounts for the following Section C   Long term Business Expenditure Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Include any deferred tax    adjustments for group relief provisions and or tax rebates Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.9286570793064733
462,107_0003_5016,pound_mills_dec, Overseas authorities on operations of your overseas branches and agencies    which form an integral part of the UK company What was the tax expense in your accounts for the following Section C   Long term Business Expenditure Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Include any deferred tax    adjustments for group relief provisions and or tax rebates Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.9286570793064733
592,107_0003_5016,pound_mills_dec, Overseas authorities on operations of your overseas branches and agencies    which form an integral part of the UK company What was the tax expense in your accounts for the following Section C   Long term Business Expenditure Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Include any deferred tax    adjustments for group relief provisions and or tax rebates Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.9286570793064733
936,108_0002_5017,pound_mills_dec, Any other overseas tax What was the tax expense in your accounts for the following Section C   General Business Expenditure Annual Survey of Insurance Companies  General Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies     The United Kingdom consists of England    Scotland    Wales and Northern Ireland but excludes the Channel Islands and the Isle of Man , Include any deferred tax    adjustments for group relief provisions and or tax rebates Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,108,0.9999999999999997
593,107_0003_5017,pound_mills_dec, Any other overseas tax What was the tax expense in your accounts for the following Section C   Long term Business Expenditure Annual Survey of Insurance Companies  Long Term Business Income and Expenditure , Exclude overseas branches    subsidiaries and agencies , Include any deferred tax    adjustments for group relief provisions and or tax rebates Include in this questionnaire all long term insurance and investment contract business within your United Kingdom company or group of companies ,30,107,0.8586897863857089
